,sa_finance1_cocode,sa_company_name,sa_total_income,sa_sales,sa_total_assets,sa_pat,sa_total_liabilities,sa_gross_working_capital_cosm,sa_current_assets_incl_st_invest_loans,sa_current_liabilities,sa_st_trade_bills_receivables,sa_st_trade_receivables,sa_nf_operating_expenses,sa_f_operating_expenses,sa_dep_owned_ast,sa_retained_profits,sa_pbit,sa_pbdita_net_of_peoifi,sa_pbpt_net_of_peoi,sa_total_capital,sa_gross_fixed_assets,sa_pbdita,sa_cost_of_goods_sold,sa_cost_of_sales,sa_total_expense,sa_net_sales,sa_depreciation,sa_non_current_assets,sa_net_fixed_assets,sa_gross_fixed_assets.1,sa_inc_fin_serv,sa_net_working_capital,sa_non_current_liabilities,sa_tot_inc_net_of_pe,sa_sales_n_chg_in_stk,sa_chg_in_assets_with_no_chg_in_efficiency,sa_chg_in_efficiency_with_no_chg_in_assets,sa_chg_in_efficiency_on_chg_in_assets,sa_reported_pat,sa_diff_in_pat,sa_pbpt,sa_pbt,sa_pbit_net_of_peoifi,sa_cash_profit,sa_sales_net_fixed_assets,sa_total_income_avg_tot_asset_net_miscexp_now_reval,sa_chg_in_efficiency_in_use_of_assets,sa_pc_chg_in_efficiency_with_no_chg_in_assets,sa_pc_chg_in_assets_with_no_chg_in_efficiency,sa_pc_chg_in_efficiency_on_chg_in_assets,sa_nf_oper_exp_pc_total_exp,sa_f_oper_exp_pc_total_exp,sa_fin_serv_exp_pc_total_exp,sa_pbpt_net_of_peoi_inc_fin_serv,sa_pat_cont_ops_pc_inc_cont_ops,sa_pat_discont_ops_pc_inc_discont_ops,sa_total_provisions_pc_pbdita,sa_write_offs_pc_pbdita,sa_depreciation_pc_pbdita,sa_amortisation_pc_pbdita,sa_fin_serv_exp_pc_pbdita,sa_prov_direct_tax_pc_pbdita,sa_pat_pc_pbdita,sa_pbdita_pc_total_inc,sa_pbt_pc_total_inc,sa_pat_pc_total_inc,sa_cash_profit_pc_total_inc,sa_pat_net_of_pe_pc_tot_inc_net_of_pe,sa_pat_net_of_pe_pc_avg_networth,sa_pat_pc_avg_networth,sa_cash_profit_pc_avg_networth,sa_pbpt_net_of_peoi_pc_avg_capital_employed,sa_pat_net_of_pe_pc_avg_capital_employed,sa_pat_pc_avg_capital_employed,sa_pat_net_of_pe_pc_avg_tot_asset_net_menow_reval,sa_pc_chg_in_profitability_with_no_chg_in_income,sa_st_trade_bills_receivables_pc_current_assets_incl_st_invest_loans,sa_quick_ratio,sa_current_ratio,sa_debt_equity,sa_cash_n_bank_no_fd_security_current_liab_n_prov,sa_cash_n_bank_no_fd_security_cost_of_sales_per_day,sa_sales_avg_debtors,sa_creditors_turnover,sa_total_inc_net_of_pe_compensation_to_empl,sa_sales_avg_gfa_net_of_reval,sa_sales_net_repairs_avg_nfa_net_of_reval,equity_facevalue_on_stkdate,eps_on_stkdate,equity_bv_on_stkdate,high_price,stock_returns,market_cap,traded_qty
936,179206,PRANAVADITYA SPINNING MILLS LTD.,720.4,714.0,558.9,-16.4,558.9,195.0437,225.0,152.0,72.9,72.9,738.3,741.7,12.4,-16.4,-19.6,-13.6,-28.5,192.4,614.3,-7.2,663.11,740.0,747.5,712.7,12.4,333.9,276.1,614.3,0.9,42.2,77.8,720.2,724.7,40.4487,88.2553,6.096,-16.4,0.0,-23.0,-23.0,-26.0,-10.8,258.60200000000003,1.3038,3.7759,65.4713,30.0065,4.9271,98.7692,99.2241,0.4548,-31.6667,-2.2765,0.0,0.0,0.0,-172.2222,0.0,-47.2222,91.6667,227.7778,-0.9994,-3.1927,-2.2765,-1.4992,-2.3049,-4.9265,-4.8672,-3.2052,-8.4582,-4.9265,-4.8672,-3.0043,71.7699,32.4,0.7342,1.2776,0.0,0.2421,18.1514,10.7611,7.1236,9.2571,1.1706,2.5688,10.0,-0.4729,333.8,21.5,1.1489,404.0669,8406.0
937,179481,KIRLOSKAR INDUSTRIES LTD.,803.9,336.8,8915.3,529.8,8915.3,8.3074,764.9,195.8,11.0,11.0,192.1,193.4,15.7,321.3,596.1,144.7,582.5,97.1,554.9,611.8,102.24,194.3,274.1,334.9,15.7,8150.4,320.1,554.9,454.8,562.3,750.4,803.5,336.8,24.8264,284.7343,14.7392,529.8,0.0,594.8,588.4,129.0,539.9,105.2171,0.0926,0.7589,87.7997,7.6554,6.5961,70.0839,70.5582,0.4743,1.2808,65.9037,0.0,0.8663,0.1798,2.5662,0.0,0.2125,9.5783,86.5969,76.104,73.1932,65.9037,67.1601,65.8867,6.8017,6.8068,6.9366,7.4839,6.8017,6.8068,6.097,11.5321,1.4381,3.8599,3.8645,0.0,3.5374,473.5795,23.3889,2.0153,8.1657,0.7968,1.7406,10.0,54.5289,8011.5,1569.95,1.1309,14873.6043,9049.0
938,180245,PRECISION CAMSHAFTS LTD.,4327.2,4085.3,7321.8,347.6,7321.8,1339.5515,3870.0,1322.7,825.8,825.8,3234.4,3281.4,427.7,176.5,611.5,797.8,533.8,948.8,3522.9,1039.2,2915.65,3701.6,3926.5,3999.7,427.7,3451.8,2420.7,3522.9,210.7,2488.4,238.8,4324.1,4032.2,-115.2861,-553.9279,12.8141,347.6,0.0,564.5,537.6,370.1,811.6,168.7652,0.5736,3.6742,84.3888,17.5634,-0.8473,82.3736,83.5706,1.197,2.5335,8.0329,0.0,0.0,2.5885,41.1567,0.0,4.5227,18.2833,33.4488,24.0155,12.4237,8.0329,18.7558,7.9785,6.1493,6.1957,14.4661,8.3396,5.39,5.4306,4.5731,80.9991,21.3385,2.6059,2.8014,0.0829,1.8836,149.0233,4.2134,3.2686,8.2584,1.2842,1.7853,10.0,4.4535,5777.3,145.1,1.0767,13452.3768,3746444.0
939,180325,P P A P AUTOMOTIVE LTD.,4114.3,4097.2,4055.8,374.1,4055.8,867.6679,1210.1,809.1,552.6,552.6,3293.7,3340.1,259.9,310.9,616.4,859.7,564.3,140.0,2602.9,876.3,2900.62,3533.5,3796.4,3983.2,259.9,2845.7,2110.0,2602.9,10.9,122.8,345.7,4108.7,4153.4,389.6191,-212.0438,-20.8754,374.1,0.0,570.0,570.0,599.8,634.3,194.1801,1.0713,0.4553,-135.3183,248.6402,-12.2161,86.7585,87.9807,1.2222,51.7706,9.0927,0.0,0.0,0.0,29.6588,0.0,5.295,22.3554,42.6909,21.2989,13.8541,9.0927,15.417,8.9809,14.5207,14.7214,24.9606,19.135,12.5125,12.6854,9.6082,88.6503,45.6656,0.7534,1.1212,0.1098,-0.0058,1.4875,7.8724,7.8345,6.497999999999998,1.7023,2.0079,10.0,28.4429,2785.5,723.1,1.0975,9919.7,127948.0
940,180372,PRECISION WIRES INDIA LTD.,14514.3,14493.9,5300.0,359.8,5300.0,3199.6513,4371.3,2854.8,2540.7,2540.7,13811.5,13971.2,140.7,241.5,744.7,869.2,575.6,115.6,2878.6,885.4,12944.47,13759.8,14341.3,14090.6,140.7,928.7,790.4,2878.6,6.8,1430.0,63.9,14514.3,14680.7,2329.5752,1553.7783,352.1465,359.8,0.0,585.0,577.5,728.5,508.0,1833.7424,3.1076,4.9082,36.6846,55.0012,8.5068,96.3058,97.4193,1.1136,84.6471,2.4789,0.0,0.8471,0.0,15.8911,0.0,18.037,24.5878,40.637,6.1002,3.9788,2.4789,3.5,2.5079,16.2051,16.0182,22.616,22.1189,13.9876,13.8262,7.7935,26.8284,58.1223,1.0991,1.4984,0.1413,0.2137,16.2661,6.6451,6.9424,63.8553,5.1288,18.0228,5.0,16.8157,2483.6,345.0,1.188,7555.6713,531143.0
941,180667,PREMIER LTD.,373.3,200.6,8174.8,-1239.9,8174.8,5658.2171,2550.8,4796.7,786.0,786.0,475.0,1108.0,281.9,-1239.9,-438.3,-302.4,-1238.1,304.0,6038.6,-129.7,769.47,996.5,1585.2,165.2,281.9,5624.0,3502.4,6038.6,5.9,-2365.9,1329.8,213.5,172.6,-83.2371,-157.4016,22.1386,-1239.9,0.0,-1071.3,-1239.9,-611.0,-875.5,5.7275,0.054000000000000006,0.1933,72.0373,38.0948,2.9545,29.9647,69.8965,39.9319,-209.8475,-332.1457,0.0,-129.9923,0.0,-217.3477,-20.586,-488.0493,0.0,955.9753,-34.7442,-332.1457,-332.1457,-234.5299,-655.5972,-275.6672,-244.195,-172.4274,-22.5386,-25.4804,-22.5713,-20.2636,1021.8245,30.8139,0.3239,0.5105,1.674436484189051,0.0069,12.1972,0.249,0.7474,0.7691,0.0504,0.1266,10.0,-40.6386,215.2,38.8,1.1747,1125.3037,781906.0
942,180915,P T L ENTERPRISES LTD.,1303.4,602.6,7972.6,458.3,7972.6,0.0,1538.2,112.7,1879.5632660550457,1871.070374449339,623.9,685.3,11.9,358.8,667.6,-21.3,-80.7,132.4,5967.3,679.5,429.16,627.2,845.1,600.8,11.9,6434.4,5947.8,5967.3,13.9,190.5,1908.0,1208.2,602.6,310.96,-87.4418,-24.6183,458.3,0.0,606.2,605.7,-33.2,365.9,10.1315,0.2756,0.1914,-43.9627,156.3399,68.2769,73.8256,81.09100000000002,7.2654,-5.8058,35.1619,0.0,0.0736,0.0,1.7513,0.0,9.0361,21.6924,67.4467,52.1329,46.4708,35.1619,28.0727,30.053,23.0701,29.1187,23.248,-5.1274,23.0701,29.1187,7.6778,48.3029,0.0,1.1408,1.1417,0.0,0.1332,104.2275,24.648626711362027,2.364,2.5484,0.1996,0.2005,2.0,6.0947,1853.2,60.9,1.0498,3924.978,143140.0
943,180936,PREMIUM CAPITAL MARKET & INVST. LTD.,1.3,13844.425243445696,34.6,0.1,34.6,0.0,1.3,3.5,1879.5632660550457,1871.070374449339,0.6,1.2,626.3072172619047,0.1,0.7,-0.6,0.0,65.5,2.6,0.7,0.14,0.6,1.2,12174.53191413238,622.8142377935146,33.3,0.0,2.6,1.2,-2.2,28.3,1.2,13817.893488716241,0.7834,-0.3407,-0.2427,0.1,0.0,0.1,0.1,-0.6,0.0,3048.2325986350343,0.0377,0.0139,-170.3623,391.6873,270.3623,50.0,100.0,50.0,0.0,7.6923,0.0,0.0,0.0,0.0,0.0,85.7143,0.0,14.2857,53.8462,7.6923,7.6923,0.0,0.0,0.0,3.7037,0.0,0.0,0.0,2.439,0.0,100.0,0.0,0.3714,0.3714,0.4643,0.3714,790.8333,24.648626711362027,0.0,6.0,0.0,39.30500796429797,8.292570798087532,11.232970209635896,14048.720117690327,407.1857484369253,1.1156000000000001,44672.25301441706,4640900.221772711
944,181215,PRESTIGE ESTATES PROJECTS LTD.,31038.0,28079.0,139972.0,2320.0,139972.0,8527.0896,71681.0,78499.0,9731.0,9731.0,18609.0,20757.0,558.0,1779.0,4740.0,2339.0,2523.0,3750.0,2807.0,5298.0,22090.5,25128.0,21587.0,28070.0,558.0,68291.0,1506.0,2807.0,2890.0,-19912.0,10006.0,31038.0,20948.0,2220.0861,2921.0306,252.8833,2320.0,0.0,2592.0,2592.0,1781.0,2920.0,1864.4754,0.234,0.5104,54.1533,41.1584,15.9055,86.2047,96.1551,9.9504,0.873,7.4747,0.0,0.0,0.0,10.5323,0.0,40.5436,5.134,43.7901,17.0694,8.3511,7.4747,9.4078,7.4747,4.8071,4.8071,6.0503,2.9696,2.7306,2.7306,1.749,163.2318,13.5754,0.1971,0.7501,0.8219,0.0695,169.9208,2.9468,2.4214,19.9345,10.291,17.2258,10.0,6.1867,49512.0,356.8,1.0938,129375.0,3949262.0
945,181431,PRIMA PLASTICS LTD.,1002.8,963.8,1000.0,75.4,1000.0,404.842,546.1,277.3,214.2,214.2,875.3,892.9,14.7,48.9,127.2,103.4,109.4,110.0,274.6,141.9,741.11,873.4,942.3,956.8,14.7,453.9,250.1,274.6,38.3,227.3,64.6,1002.7,978.7,334.0539,-243.3597,-81.7942,75.4,0.0,109.6,104.2,88.7,101.6,385.3659,1.1771,0.0415,-2734.3787,3753.4147,-673.5667,92.8897,94.7575,1.8678,2.8564,7.5189,0.0,3.8055,0.0,10.3594,0.0,12.4031,20.296,53.136,14.1504,10.3909,7.5189,10.1316,7.5596,12.3543,12.2891,16.5594,14.0292,9.7204,9.6691,8.8978,105.1067,39.2236,0.9502,1.7758,0.446,0.0526,6.979,5.4421,74.0722,10.4666,4.0158,4.3229,10.0,7.2361,654.3,248.0,1.0706,2678.6144,60042.0
946,181676,PRIME URBAN DEVP. INDIA LTD.,1006.1,950.3,1214.1,-104.8,1214.1,85.8177,656.9,778.5,62.4,62.4,1107.0,1309.3,3.2,-117.6,108.9,56.5,-130.5,53.3,97.5,112.1,1056.27,1125.8,1324.1,948.4,3.2,557.2,71.3,97.5,18.5,-212.1,182.8,969.1,1163.5,178.8403,216.4437,71.816,-104.8,0.0,-93.4,-93.4,53.3,-115.0,1332.8191,1.0691,1.9923,46.3378,38.2874,16.3338,83.604,98.8823,15.2783,-7.0541,-10.4165,0.0,0.0,0.0,2.8546,0.0,180.4639,10.1695,-93.488,11.142,-9.2834,-10.4165,-11.4303,-14.6115,-57.7252,-42.7232,-46.8814,-26.6708,-28.9393,-21.4184,-15.047,73.6822,9.4992,0.3224,0.7531,2.2229,0.1372,7.0354,16.5126,4.2758,34.7348,9.0161,11.8639,2.0,1.5538,327.9,28.0,1.1685,702.0589,49983.0
947,181972,PRISM JOHNSON LTD.,55992.8,55508.0,44678.5,704.1,44678.5,18516.1117,14617.3,19058.0,7695.9,7695.9,50562.6,52488.0,1548.9,704.1,3208.5,4272.6,951.1,5033.6,25310.9,4757.4,37847.57,52827.9,54615.9,54183.4,1548.9,30061.2,20129.2,25310.9,152.8,-5911.7,13617.4,55842.0,54835.2,-594.0123,1045.5927,-11.1803,704.1,0.0,1283.1,1050.6,2723.7,2419.7,275.7586,1.2669,-0.9219,237.4189,-134.8802,-3.3028,92.5785,96.1039,3.5253,6.2245,1.2575,0.0,3.752,1.1351,32.5577,0.0,40.4717,7.2834,14.8001,8.4964,1.8763,1.2575,4.3214,0.9908,5.5847,7.1068,24.4232,3.6871,2.1449,2.7295,1.2519,99.223,52.6493,0.4797,0.7003,1.5041,0.0279,3.8284,7.5794,4.5376,13.4887,2.2704,2.7739,10.0,2.1623,10960.2,159.15,1.1195,74823.9556,11043599.0
948,181983,PRISM FINANCE LTD.,17.4,2.5,110.8,10.3,110.8,10.56,33.3,4.7,2.0,2.0,3.0,4.3,626.3072172619047,10.3,14.4,-0.5,13.1,65.0,2.4,14.4,2.42,3.0,7.1,2.5,622.8142377935146,77.5,0.9,2.4,14.9,19.2,0.7,17.4,2.5,3.2459,-14.5836,-1.5623,10.3,0.0,13.1,13.1,-0.5,10.3,277.7778,0.1545,-1.1835,113.0513,-25.162,0.3186,42.2535,60.5634,18.3099,0.8792,59.1954,0.0,0.0,0.0,0.0,0.0,9.0278,19.4444,71.5278,82.7586,75.2874,59.1954,59.1954,59.1954,10.5371,10.5371,10.5371,12.996,10.2183,10.2183,9.1434,585.4023,6.006,0.5479,3.6301,0.0224,0.274,243.3333,0.2841,0.226,29.0,1.0417,2.7778,8.292570798087532,11.232970209635896,14048.720117690327,407.1857484369253,1.1156000000000001,44672.25301441706,4640900.221772711
949,182249,P V R LTD.,22783.5,22488.2,23804.9,1214.2,23804.9,1096.225,2544.6,6617.5,1481.1,1481.1,18592.4,19425.9,1411.9,1101.5,2770.1,3895.8,1752.7,467.4,19175.0,4182.0,13143.19,20120.9,21569.3,22299.8,1411.9,21260.3,15633.9,19175.0,102.3,-4756.4,6477.3,22759.6,22488.2,2750.3556,-595.9986,-79.1571,1214.2,0.0,1936.6,1899.8,2483.9,2864.8,143.8425,0.9986,0.7758,-28.7201,132.5345,0.2778,86.1984,90.0627,3.8643,17.1329,5.3293,0.0,0.8369,0.043,33.7614,0.0,19.9307,16.3941,29.034,18.3554,8.3385,5.3293,12.574000000000002,5.2699,12.0515,12.2002,28.7853,9.6333,6.5922,6.6736,5.2568,51.2665,58.2056,0.2538,0.2841,0.7921,0.0267,3.2562,18.3547,4.1115,9.4056,1.2647,1.5071,10.0,27.4976,11058.6,1568.45,1.0687,71570.7998,3607373.0
950,182851,PROMACT IMPEX LTD.,82.1,73.7,62.7,1.8,62.7,10.7441,21.5,42.3,12.6,12.6,70.1,78.9,0.6,1.8,11.4,3.6,-1.9,65.1,52.1,12.0,69.46,70.7,80.3,73.7,0.6,41.2,23.9,52.1,3.9,-25.3,45.2,80.2,73.7,-12.0387,-51.5537,4.3923,1.8,0.0,2.6,2.6,3.0,2.0,308.3682,0.9803,7.5897,87.0839,20.3356,-5.3183,87.2976,98.2565,10.9589,-0.4872,2.1924,0.0,0.0,0.0,5.0,0.0,73.3333,6.6667,15.0,14.6163,3.1669,2.1924,2.4361,-0.1247,-17.5982462241788,-15.165490044023032,0.11432241788012261,-4.3931,-0.2312,4.1618,-0.1194,88.4248,58.6047,0.4019,0.4019,1.674436484189051,0.0024,0.5163,6.5804,32.6667,160.4,1.3648,2.9598,10.0,0.4453,-22.4,5.38,1.05,34.0567,12000.0
951,183324,GENNEX LABORATORIES LTD.,481.9,479.9,507.1,8.4,507.1,136.763,276.5,172.0,104.5,104.5,442.5,450.6,9.2,8.4,16.6,29.9,13.5,126.5,289.4,25.8,365.17,459.2,466.0,445.0,9.2,230.6,155.8,289.4,0.9,46.5,12.8,480.8,472.4,41.9768,3.4875,0.3357,8.4,0.0,8.5,8.5,20.7,13.6,308.0231,0.9627,1.0421,7.6147,91.6523,0.7959999999999999,94.9571,96.6953,1.7382,15.0,1.7431,0.0,0.0,0.0,35.6589,0.0,31.3953,0.3876,32.5581,5.3538,1.7639,1.7431,2.8222,2.787,4.273,2.6786,4.3367,3.8967,3.8678,2.4246,2.6771,108.9626,37.7939,0.6516,1.2635,0.0809,0.0578,8.1076,4.6255,2.8372,8.6631,1.6856,3.0872,1.0,0.1146,322.5,6.87,1.1977,790.6437,1512059.0
952,183396,3P LAND HOLDINGS LTD.,19.4,1.5,493.8,-0.4,493.8,5.4467,2.7,1.5,2.0,2.0,3.6,19.0,0.7,-0.4,15.1,-2.1,-0.3,36.0,27.2,15.8,1.4,4.3,19.8,1.4,0.7,491.1,6.2,27.2,17.9,0.7,151.2,19.4,1.5,-0.3837,-4.4874,0.0712,-0.4,0.0,-0.3,-1.4,-2.8,0.4,24.1935,0.0381,0.5854,93.4882,7.9941,6.0163,18.1818,95.9596,77.7778,-0.0168,-2.0619,0.0,6.9620000000000015,0.0,4.4304,0.0,97.4684,-6.3291,-2.5316,81.4433,-7.2165,-2.0619,2.0619,-2.0619,-0.118,-0.118,0.118,-0.0595,-0.0793,-0.0793,-0.0786,75.2577,74.0741,1.4118,1.4118,0.4442,0.2353,33.9535,0.7895,26.285142996856447,17.6364,0.0551,0.229,2.0,0.0,339.2,17.7,1.1998,305.64,3981616.0
953,183399,A M J LAND HOLDINGS LTD.,307.9,267.0,1224.9,42.0,1224.9,58.923,741.6,156.0,65.8,65.8,166.5,179.6,18.7,32.1,66.7,44.5,43.9,82.0,239.7,85.4,149.9,182.3,209.9,264.8,18.7,483.3,215.6,239.7,31.2,407.4,84.5,305.4,211.0,15.7922,37.1831,2.3246,42.0,0.0,53.6,53.6,25.8,47.9,123.8404,0.248,0.757,67.2389,28.5574,12.694,79.3235,85.5646,6.2411,1.4071,13.6408,0.0,0.0,0.0,21.897,0.0,15.3396,13.5831,49.1803,27.7363,17.4082,13.6408,15.557,12.9339,4.2073,4.4736,5.102,4.2599,3.8329,4.0755,3.1816,321.6803,8.8727,1.144,3.3280000000000003,0.083,0.7674,81.0889,6.2603,3.1899,8.8779,1.1711,1.2696,2.0,1.2195,970.2,35.9,1.1983,1418.6,1836805.0
954,183540,PULSAR INTERNATIONAL LTD.,2.0,13844.425243445696,45.5,-0.6,45.5,0.0,44.0,0.1,8.0,8.0,2.1,2.4,0.1,-0.6,-0.3,-2.1,-0.6,30.0,10.7,-0.1,0.72,2.2,2.6,12174.53191413238,0.1,1.5,0.3,10.7,2.0,43.9,8114.080324324324,2.0,13817.893488716241,-0.0112,-0.491,0.0022,-0.6,0.0,-0.6,-0.6,-2.3,-0.4,0.0,0.0449,2.5,98.2043,2.2346,1.7957,80.7692,92.3077,11.5385,-0.3,-30.0,0.0,0.0,0.0,-100.0,-100.0,-300.0,0.0,600.0,-5.0,-30.0,-30.0,-20.0,-30.0,-1.3498,-1.3498,-0.8999,-1.3498,-1.3498,-1.3498,-1.3468,125.0,18.1818,354.0,440.0,0.0,267.0,4429.7727,0.0,26.285142996856447,2.2222,0.0,0.0,8.292570798087532,11.232970209635896,14048.720117690327,407.1857484369253,1.1156000000000001,44672.25301441706,4640900.221772711
955,183699,RISHIROOP LTD.,641.7,607.1,720.9,80.8,720.9,283.3581,327.6,96.1,94.1,94.1,531.7,534.2,6.3,69.1,122.5,94.2,119.7,97.0,94.9,128.8,480.2,518.5,579.7,602.5,6.3,393.3,81.2,94.9,34.3,205.2,13.2,641.6,625.9,33.9371,61.6075,3.8554,80.8,0.0,120.0,119.0,87.9,95.6,747.6601,0.8579,2.2565,61.9794,34.1419,7.9457,91.7199,92.1511,0.4313,3.4898,12.5916,0.0,0.7764,0.0,4.8913,0.0,1.941,29.6584,62.7329,20.0717,18.5445,12.5916,14.8979,12.5779,13.0858,13.102,15.5019,19.006,12.8136,12.8295,10.7895,-75.9139,28.7241,1.5469,3.0706,0.0,0.5762,13.2343,6.8715,5.3129,21.6027,6.6495,7.5276,10.0,13.1838,719.5,151.4,1.1238,1443.5517,92139.0
956,183728,PUNIT COMMERCIALS LTD.,3.6,13844.425243445696,17.2,-2.1,17.2,0.0,15.8,0.1,1.4,1.4,2.4,5.3,626.3072172619047,-2.1,1.2,-2.4,-1.7,2.4,9920.484445189408,1.2,0.84,2.4,5.7,-0.6,622.8142377935146,1.4,7024.330846102598,9920.484445189408,3.6,15.7,5.0,3.6,13817.893488716241,-1.0208,-2.2293,0.3501,-2.1,0.0,-1.7,-1.7,-2.4,-2.1,0.0,0.1542,0.6667,76.8737,35.1986,23.1263,42.1053,92.9825,50.8772,-0.4722,-58.3333,0.0,0.0,0.0,0.0,0.0,241.6667,33.3333,-175.0,33.3333,-47.2222,-58.3333,-58.3333,-58.3333,-15.9696,-15.9696,-15.9696,-7.6749,-9.4808,-9.4808,-8.9936,146.9907,8.8608,27.0,158.0,0.4132,13.0,197.7083,0.0,0.0,3.0,31.171711188348226,39.30500796429797,10.0,-30.8333,9.6,18.25,1.0,4.38,9500.0
957,183757,PUNJ LLOYD LTD.,44129.8,40814.9,121222.9,3173.7,121222.9,28220.6647,93227.3,107847.5,27719.9,27719.9,38690.7,48454.5,1207.0,3173.7,4232.1,2124.2,-7212.3,671.2,17773.1,5439.1,35047.26,39897.6,40956.1,40191.5,1207.0,27995.6,6027.9,17773.1,1634.3,-19741.4,7453.4,42578.2,40814.9,-111.4807,3097.7725,-8.3919,3173.7,0.0,-5531.7,-8816.3,917.2,-5541.3,677.0998,0.342,-8.4949,104.0254,-3.7436,-0.5806,94.4687,118.3084,23.8397,-4.4131,7.1917,0.0,0.0,60.3887,22.1912,0.0,179.5113,-220.4409,58.3497,12.3252,-19.9781,7.1917,-12.5568,3.8097,21.5932,42.2478,-73.765,-9.3578,2.1046,4.1178,1.2569,98.908,29.7337,0.7379,0.8189,8.1518,0.0365,36.4253,1.5213,1.3101,11.6131,1.7016,3.3356,2.0,4.8335,8851.8,29.15,1.1991,9296.0021,25972959.0
958,183764,PUNJAB & SIND BANK,86491.6,13844.425243445696,1138227.1,-7438.0,1138227.1,0.0,7433.169679389314,11293.4,1879.5632660550457,1871.070374449339,16075.7,74403.0,641.0,-7438.0,68941.2,-16075.7,8132.2,5649.1,15256.2,69582.2,9077.6,16714.0,93929.6,12174.53191413238,641.0,15538.921659981484,10826.0,15256.2,83176.2,114670.4,8114.080324324324,85300.5,13817.893488716241,5088.3046,-7149.5739,-408.9307,-7438.0,0.0,10613.9,-6781.0,-16716.7,7292.7,0.0,0.0828,-0.0437,289.433,-205.9876,-189.433,17.1146,79.2115,62.0968,0.0978,0.0,0.0,24.9991,0.0,0.9212,0.0,83.825,0.9442,-10.6895,80.4497,-7.8401,-8.5997,8.4317,-9.1388,-14.7017,-14.0276,13.7536,8.5065,-8.1542,-7.7803,-0.7467,102.4177,0.0,11.7629,11.7667,0.8848,10.0377,2334.6220000000008,24.648626711362027,0.0,7.5958,0.0,0.0,10.0,-6.2962,58349.7,51.05,1.0972,22314.0352,1201711.0
959,183791,PUNJAB CHEMICALS & CROP PROTECTION LTD.,5059.6,4953.5,4117.5,104.0,4117.5,1316.1306,1948.1,2133.9,510.9,510.9,4514.6,4725.7,139.4,104.0,423.7,457.0,154.1,122.6,1759.4,563.1,3926.75,4651.8,4973.7,4924.3,139.4,2169.4,1522.8,1759.4,47.6,-627.7,872.6,5002.7,4971.6,67.6343,463.532,6.9337,104.0,0.0,212.6,179.9,317.6,298.3,325.2889,1.2459,8.9908,86.1423,12.5691,1.9885,90.7694,95.0138,4.2443,3.2374,2.0555,0.0,4.4219,1.3852,24.7558,0.0,37.4889,13.479,18.4692,11.1293,3.5556,2.0555,5.8957,0.9415,6.1169,13.5065,38.7403,7.4542,2.2783,5.0307,1.1598,97.7022,26.2256,0.29,0.7141,1.4229,0.0247,4.2371,9.0757,3.9094,9.2165,2.9979,3.3563,10.0,7.4620000000000015,884.3,729.0,1.124,8794.4391,331457.0
960,183861,PUNJAB NATIONAL BANK,669830.7,13844.425243445696,7668469.9,-122828.2,7668469.9,0.0,7433.169679389314,198298.2,1879.5632660550457,1871.070374449339,129329.1,486501.7,5761.7,-122828.2,534737.4,-129329.1,63803.1,5521.1,106251.4,540499.1,73061.43,135075.0,792658.9,12174.53191413238,5761.7,15538.921659981484,63493.4,106251.4,556066.5,880792.8,8114.080324324324,574907.9,13817.893488716241,41949.0277,35055.2579,2491.0144,-122828.2,0.0,177564.8,-122828.2,-135090.8,88432.2,0.0,0.0905,0.1619,44.0973,52.7692,55.9027,16.3159,61.3759,45.0601,0.1147,0.0,0.0,45.6182,9.9587,1.0659999999999998,0.0,66.082,0.0,-22.725,80.6919,-18.3372,-18.3372,13.2022,-37.8754,-57.5009,-32.4353,23.3523,7.1951,-24.5556,-13.8514,-2.9421,99.6621,0.0,4.6473,4.6478,1.6274,3.9535,2579.5765,24.648626711362027,0.0,6.2703,0.0,0.0,2.0,-2.8576,499540.1,197.6,1.0657,472140.5689,210781693.0
961,184556,PUSHPSONS INDUSTRIES LTD.,24.2,23.4,44.5,0.0,44.5,6.6926,20.6,9.2,3.2,3.2,22.5,22.9,0.9,0.0,0.4,0.5,0.0,52.7,38.4,1.3,17.22,23.7,23.8,23.4,0.9,23.9,22.6,38.4,0.8,10.6,0.4,24.2,23.0,-0.1461,2.6641,-0.0179,0.0,0.0,0.0,0.0,-0.4,0.9,103.5398,0.5469,-8.3333,106.5627,-5.8451,-0.96,94.5378,96.2185,1.6807,0.0,0.0,0.0,0.0,0.0,69.2308,0.0,30.7692,0.0,0.0,5.3719,0.0,0.0,3.719,0.0,0.0,0.0,2.5825,0.0,0.0,0.0,0.0,100.0,15.534,1.8261,2.1522,0.2292,1.2174,172.4895,11.7,10.2222,11.0,0.607,1.0196,8.292570798087532,11.232970209635896,14048.720117690327,407.1857484369253,1.1156000000000001,44672.25301441706,4640900.221772711
